,question,humor
519,Can i drop this in my coka-cola and make nuka-cola,True
520,is that woman in the photo SERIOUSLY TOUCHING RADIOACTIVE URANIUM!??!!??!,True
521,Does this come in different flavors? Like in cooking I want to have a special treat.,True
522,I have an Audi A3 2.0 Sportsback. If I mix it with common diesel will I be able to drive for at least 12000 miles for every gallon?,True
523,if i swallow i get powers?,True
524,Will this give me superpowers?,True
525,Will this be enough to remind my asian neighbors about Hiroshima?,True
526,Does this uranium ore come from the caverns of Uranus?,True
527,If i leave this out will it go chernboyl...,True
528,Two part question.  Do you deliver to North Korea and is there a discount if you are the demi-god ruler of mankind and monkey kind there?,True
529,Can this give me a vagina? I'm a male.,True
530,How much powers would it give me if I buy one?,True
531,Will this power my TARDIS? Im stuck in 1969 and there are some weird stone angels outside...,True
532,My pet mole died. How much of this do I need to revive it?,True
533,so can i buy 2000 pounds put it in a centrifuge and get uranium 235 oh and this is for science ahahahahahahah,True
534,Hello  A guy from deep web anonymous site told me If I didnt trust him I could buy the Uranium Ore here so I was wondering where did this ship from? Iraq? Al qaeda? Also if CIA founds out I purchase this can they go to my house and take it from me?,True
535,I want to turn my pet iguana into a 400 foot tall kaiju with radioactive breath. How many should I buy?,True
536,is i put some tin foil and uranium ore and tnt in the microwave will this nuke my house,True
537,Does this order come with a free ten legged cat? If not what does the fox say?,True
538,Could I use this to make a homemade cloud chamber?,True
539,if i give this to my girlfriend what would be the positive effects in terms of jealousy and mobile-checking skills? she likes cats though!,True
540,Im wonderingif i touch my back with uranium orewil i get wings?,True
541,would this ore be able to help me to learn to fly or maybe stop time whats better and how many spoon fulls i need for any of these symptons to occur?,True
542,how much will i need to make my nuclear bomb?,True
543,Will this make me superman?,True
544,Can I use this to make me a faster cyclist? Signed Lance A.,True
545,I wont get arrested for just looking at the hilarious comments for this right?,True
546,Can I have a testicular cancer from this. Like in South park?,True
547,Hello americans i can made a nuclear reactor with one of this or need more?  -leader of isis-,True
548,Hi hillary here  is it ok if barry and i sell this the ruskies?,True
549,why is it uranium why can't it be ouranium,True
550,My neighbor egg'ed my house 3000+ times. If I put this in a plastic easter egg and drop it over his house will he get the message?,True
551,Is the sample enough to power my time machine so I can go back and brag to Albert Einstein about how easy it is to buy uranium in 2017?,True
552,When I buy this is there even the slightest chance I'll turn myself into a feral ghoul?,True
553,Will this give me super powers like Eleven from Stranger Things?,True
554,will this item make me see through walls?,True
555,How can I make Godzilla from this? 💉💊💉💊💉💊💉💊💣💣💣💣💣🎥📷🎥📷📼📀📺📻🃏🃏🃏🃏,True
556,Will this take me back to the future in my DeLorean?,True
557,So in 2014 anyone can build a dig nuke in you backyard some restrictions apply ask a parent before going online.,True
558,man1:I bring the gift of gold.  man2:I bring the gift of frankincense. man3:I bring the gift of enriched uranium.  man2:*whispers* He's from Iran.,True
559,Will this help me find bigfoot?,True
560,If I put this in my husbands pocket will it keep his boys from swimming up stream?,True
561,How do i stop my son do asian things like pro math fast piano playing and other things after he ate it?,True
562,Does it come with a copy of rogue trooper for the n64? also will the uranium turn me into the rogue trooper bad textures and all?,True
563,Why do I now have 13 fingers,True
564,If I order do I get sent an empty container?,True
565,Ive got a Ant hill I want to remove....  is there sufficient quantity to build a working 1-1000th scale Fatman replica to nuke the little buggers?,True
566,Do i need to pay bill clinton a speaking fee & get a secretary of state's approval to buy this?,True
567,Is this TSA compliant or will it subject me to a body cavity search?,True
568,Serious question is it legal to carry this and can I bring it into my school for ''Show & Tell'',True
569,Do you sell anything thats actually radioactive for real and not just a rock off the ground? Your uranium ore is fake as hell.,True
570,Does this come with a neutron detector and chlorine gas? Obviously I need to buy my own cat,True
571,Just wondering.... when things mutate do they always get bigger?  I need something to make things bigger.,True
572,OMG......Can i sex with this thing? If can how many do I need? thx!,True
573,Does it come with instructions on how to choose Spider Big Angry Green Man or Gigantic Aquatic Reptile?,True
574,If i order this product what are the odds that i get put on some obscure fbi/cia watchlist?,True
575,Will it give me superpowers?,True
576,Do you have any of that U235 stuff?  Signed Mullahs of Iran,True
577,is it real,True
578,Will this make my d grow bigger?,True
579,Why doesn't Amazon let me open 86 thousand accounts? I'm not some deranged spammer.,True
580,I have a stubborn government issue. Will this help bring reasonable people to talk about important issues?,True
581,If the can is opened upon purchase how long do I have before the ore turns to lead?,True
582,I'm searching Craigslist for a Delorean but in the meantime how many jars of this would I need to generate 1.21 GigaWatts? CIA don't drone me bro.,True
583,Will it turn my turtles into crime fighting ninjas?,True
584,if i swallow i get powers?,True
585,So i could feed this to my tarantula let it bite me and ill become Spider Man?,True
586,If the local Toys R Us runs out of play-doh is this a good replacement?,True
587,I know a rival product... a woman claiming to be an uranium ore. But I was worried that if I used this it might snap off my fuel rod. Is this safer?,True
588,I want to turn into a giant cowboy that is a million billion feet tall with custom made sequined chaps that can whip people how many should I eat?,True
