,text,humor
515,"This latter name comes from the kiwi - a brown flightless bird and New Zealand 's national symbol , and also a colloquial name for the New Zealand people.",False
516,"Only one son , Anthonie , who was not home that day , survived.",False
517,"For the first time , the players would be bidding for items as tribes.",False
518,See Namespace for the full list of namespace numbers.,False
519,Embedded systems control many devices in common use today.,False
520,"Short eruptions can end in less than a day , but longer events can take several days to months.",False
521,The word pencil comes from the Latin word which means `` little tail ''.,False
522,A series of carnivals take place during the White Nights Festival in St. Petersburg.,False
523,"Later , Rice-Oxley would give Chaplin after-school piano lessons.",False
524,It may have been the world 's third tallest building after the two Great Pyramids for its entire life.,False
525,Many manufacturers distinguish between decorative cosmetics and care cosmetics.,False
526,See municipalities of Chihuahua.,False
527,Lambert was married twice.,False
528,It tolerates drought well.,False
529,Most of them hadn't heard our songs and didn't care about them.,False
530,"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked.",False
531,Many early television networks evolved from earlier radio networks.,False
532,The first is the Pritzker Family Children 's Zoo.,False
533,They are best known for their hit singles `` Fire Water Burn '' and `` The Bad Touch ''.,False
534,All mammals go through the zygote stage of life.,False
535,The covers for the later Give Yourself Goosebumps series were done by Craig White.,False
536,She was born to Tatar father and Jewish mother.,False
537,They have brown bark.,False
538,"Service dogs such as guide dogs , utility dogs , assistance dogs , hearing dogs , and psychological therapy dogs provide assistance to individuals with physical or mental disabilities.",False
539,"For example , English speakers recognize that the words dog , dogs , and dog catcher are closely related.",False
540,Three of these nominations were for the first three films directed by Baz Luhrmann.,False
541,I just don't.,False
542,The album combines the band 's first two EPs : Screaming Life and Fopp.,False
543,Early photographers often depicted the nudity of women like the one we see here by F̩lix - Jacques Moulin.,False
544,His adventure begins one day when Professor Oak calls the two of them to his lab and gives them each a choice of Pok̩mon.,False
545,Its plumage is black.,False
546,"The water should be bottled water , soft tap water with very little fluoride , or even water from a filtered , established aquarium.",False
547,One person drowned after driving into a retention pond.,False
548,"Boxing Day is traditionally celebrated on 26 December , St. Stephen 's Day , the day after Christmas Day.",False
549,"Bodies may be electrified in many other ways , as well as by friction.",False
550,"Franklin Pierce , Jr. died three days after birth.",False
551,Car rentals are subject to many conditions which vary from one brand to another.,False
552,"See Old Shawneetown , Illinois for the historical village.",False
553,"The two streams run through the estate , one of them the Glamis Burn.",False
554,This subtemplate is empty.,False
555,I think I do better when I sing . '',False
556,It is the first game to star Mega Man and is the first of the original Mega Man series.,False
557,Ferrets under one year old are known as kits.,False
558,"First Leicester is the trading name of Leicester Citybus Ltd. , a bus company owned by the First Group.",False
559,The Aon Center is the name of two buildings.,False
560,"At first , Grendel 's mother appears to prevail.",False
561,New Super Mario Bros..,False
562,He put McMahon on a table and put a trashcan over McMahon 's head.,False
563,The orbital period is the time taken for a given object to make one complete orbit about another object.,False
564,Lemony Snicket came from a family of three children.,False
565,A good magnetic core material must have high permeability.,False
