,question,humor
579,If I handle this without proper safety equipment will I get radiation poisening?,False
580,Is it actually radioactive,False
581,Why would anyone buy this?,False
582,Has anyone bought this? I legit want to but it sounds dangerous,False
583,"Is this ""Uranium"" real or NOT?",False
584,I'm currently in Afghanistan. Do you ship out here and how much can I buy?,False
585,Can this ship to Hong Kong,False
586,will this sample trigger the radioluminescence of glow in the dark paint or those that only work with phosphor?,False
587,Is this a real product or a novelty joke item? I'm asking because I only see joke reviews and questions about it.,False
588,Why do people order this stuff?,False
589,is this a real thing?,False
590,Reading reviews... tuscan milk spurting out of my nose!  real marketing question; does inquiries about powering deloreans help or hinder sales?,False
591,How many calories per can?,False
592,Is it real,False
593,If I opt for air mail does it get delivered by Amazone Prime Air  or CIA drones?,False
594,is tis considered toxic material?,False
595,I just want to know if this is serious or just a novelty item.,False
596,Is this U238 or U235?,False
597,How much comes with it?,False
598,Why won't you ship internationally to the UK?,False
599,How big is the container and how many peices are inside?,False
600,Serious question - is there a minimum guaranteed cpm for this product?,False
601,This is food?,False
602,is this dangerous should i take any any safety precautions i should take? (pleas don't respond in a joke),False
603,Is this organic? I don't wanna end up buying something that's filled with like chemicals and stuff...,False
604,is this yellow green or black? judging by the count and the price there probably about 5 pounds in the can,False
605,is this U-235,False
606,This is the same uranium 238/235? ? If it is the same meeting where beryllium and polonium?,False
607,Hi yes is there a limit i can buy i live in the middle east and need fast ??,False
608,Is this legal?,False
609,Is this an acceptable ingredient for a home-brewed FEV (Forced Evolutionary Virus)?,False
610,does jeff bezos enjoy importing without customs checks?,False
611,In all seriousnes could i keep this in my room and not have any side effects? Like my hair falling out?..,False
612,is this real,False
613,Does this product have an accurate reading for each sample and a chart of some type to show the expected readings in the future?,False
614,"Roughly how much would i need for a 3 stage teller ulam ""reactor""? also does anyone know a source for d2o?",False
615,Why is it allowed to buy uranium ore when we know how destructive it can be?,False
616,has anyone actually bought this ? is it safe ? i want,False
617,Is this flammable?,False
618,Is this real,False
619,What's the quantity and time latency required for these to irradiate steaks to be eaten raw and bug free?,False
620,If mix this with chewing tobacco will it make me addicted to this stuff?,False
621,Is this a real radioactive material?,False
622,is this real,False
623,Funny never noticed until reading these questions this product was intended for ages 12 and below...,False
624,Does it taste any better than a Tide Pod?,False
625,so; how much does the uranium ore sample weigh?,False
626,serioius question no jokes. is this actually real and can you look at it/examine it or does it have to stay in the can forever?,False
627,Can it give you cancer,False
628,What can I honestly use this for?,False
629,Real Question: Is this product output enough radiation to harm me or my family?,False
630,Seriously I'm designing 5 cloud chambers for a class lab. Is there enough ore to divide into 5 small but manageable pieces?,False
631,Is this real,False
632,how does it taste?,False
633,Is a uranium ore  safe to hold,False
634,How much of this will it take to power the Flux Capacitor?,False
635,Wouldn't this be dangerous to handle? Why why,False
636,Can you do like lots of things with it?,False
637,Will this harm me?,False
638,Is this compatable with my flux capacitor?,False
639,"is this from the ""missing"" WMD's in Irag ? Would that make it a collector's item ?",False
640,why is there so many humorous questions?,False
641,How often must I reapply to enjoy the contreceptive benefits of this product?,False
642,Do you send this item in italy too? How much is the costo of shipping?,False
643,How many gigawatts will this produce?,False
644,Is it s,False
645,If i leave it in my room for to long can i get radiation poisoning,False
646,Will this produce power equivalent to 1.21 gigawatts?,False
647,is this uranium,False
648,How many grams of uranium is in this product?,False
649,Is it real,False
650,Is it deadly,False
651,Ok i've been collecting element and i've stumbled across this and looking through comments with stupid questions that really are not even a real question. i'm asking whether or not if this is dangerous or not i understand that it has a low cpm but if the alphabetaor gamma radiation is dangerously enough to cause nausea or etc.,False
652,is this sample of uranium lethal or dangerous in anyway to keep on your shelf both outside and in the canister,False
653,Ok this is a legit question. Is the container lead?,False
654,does the box of the uranium ore protect you of the radioactivety,False
655,Uranium or what? I'm confused.....,False
656,what happens if i eat this?,False
657,If i were to buy this how do i dispose the radiation,False
658,Serious - can you supply an msds sheet?,False
659,Can someone tell me more about this? Idk what this is used for or what it does. Thanks,False
660,do people really buy these things? I mean was this really the safest thing to put on amazon?,False
661,do you ship to the UK ?,False
662,Is this Uranium 238 or Uranium 235?,False
663,does this material have an MSDS ?,False
664,this emits low radiation right? i want to put it in a case dor display.,False
